Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
186,"20001, Northwest Washington, Washington",383,"400 Warfield Drive, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",2001,1485,2696
186,"20001, Northwest Washington, Washington",384,"9000 Byard Court, Springdale","9/1/2019 - 9/30/2019, Every day, Daily Average",1542,1123,2117
186,"20001, Northwest Washington, Washington",385,"Harrison Lane, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1429,1076,1897
186,"20001, Northwest Washington, Washington",386,"6300 Barrs Lane, Lanham-Seabrook, Lanham","9/1/2019 - 9/30/2019, Every day, Daily Average",1805,1357,2400
186,"20001, Northwest Washington, Washington",387,"9200 Crandall Road, Lanham-Seabrook, Lanham, Prince George's County, Maryland, United States, 20706, 1931","9/1/2019 - 9/30/2019, Every day, Daily Average",1659,1214,2267
186,"20001, Northwest Washington, Washington",388,"7600 Vicar Street, New Carrollton","9/1/2019 - 9/30/2019, Every day, Daily Average",1626,1209,2186
186,"20001, Northwest Washington, Washington",389,"7700 Emerson Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1410,1041,1908
186,"20001, Northwest Washington, Washington",390,"7500 Finns Lane, Lanham-Seabrook, 2, Bladensburg, Prince George's County, Maryland, United States, 20706, 1217","9/1/2019 - 9/30/2019, Every day, Daily Average",1548,1172,2043
186,"20001, Northwest Washington, Washington",391,"4800 Trenton Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1218,901,1645
186,"20001, Northwest Washington, Washington",392,"6800 Furman Parkway, Riverdale, Woodlawn","9/1/2019 - 9/30/2019, Every day, Daily Average",1273,950,1705
186,"20001, Northwest Washington, Washington",393,"6000 Addison Road, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1585,1183,2123
186,"20001, Northwest Washington, Washington",394,"8600 22nd Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",2016,1596,2545
186,"20001, Northwest Washington, Washington",395,"3800 10th Street North, Virginia Square, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1055,796,1398
186,"20001, Northwest Washington, Washington",396,"5000 55th Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1466,1097,1958
186,"20001, Northwest Washington, Washington",397,"4300 58th Avenue, Bladensburg","9/1/2019 - 9/30/2019, Every day, Daily Average",1562,1095,2228
186,"20001, Northwest Washington, Washington",398,"1200 North Stuart Street, Virginia Square, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1071,784,1462
186,"20001, Northwest Washington, Washington",399,"3000 Hillside Avenue, Cheverly","9/1/2019 - 9/30/2019, Every day, Daily Average",1239,908,1689
186,"20001, Northwest Washington, Washington",400,"6700 Darby Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1223,895,1671
186,"20001, Northwest Washington, Washington",401,"1500 28th Street South, Long Branch Creek, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",833,579,1197
186,"20001, Northwest Washington, Washington",402,"2600 North Sycamore Street, Williamsburg, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1197,917,1562
186,"20001, Northwest Washington, Washington",403,"1800 North Randolph Street, Cherrydale, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",911,667,1242
186,"20001, Northwest Washington, Washington",404,"2100 North Edison Street, High View Park, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1309,980,1746
186,"20001, Northwest Washington, Washington",405,"2100 North Kentucky Street, Tara - Leeway Heights, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1082,816,1433
186,"20001, Northwest Washington, Washington",406,"6000 9th Street North, Dominion Hills, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1153,850,1563
186,"20001, Northwest Washington, Washington",407,"500 North Piedmont Street, Ashton Heights, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1084,810,1449
186,"20001, Northwest Washington, Washington",408,"1800 North Harvard Street, Lyon Village, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",987,721,1350
186,"20001, Northwest Washington, Washington",409,"300 Riley Street, Falls Church","9/1/2019 - 9/30/2019, Every day, Daily Average",1468,1118,1927
